month,group,customer_age,customer_type,avg_order_value_gbp,orders_last_90d,web_sessions_last_30d,discount_eligible,area_affluence_score,made_purchase_30d,tracking_version
2022-08,Control,28,New,45.02,4,3.0,Yes,33,Yes,v1
2022-08,Control,52,Existing,30.24,2,2.0,No,30,Yes,v1
2022-08,Control,54,Existing,42.76,1,6.0,No,30,No,v1
2022-08,Control,38,Existing,51.83,3,3.0,No,34,Yes,v1
2022-08,Control,61,Existing,51.24,4,10.0,Yes,28,Yes,v1
2022-08,Control,57,Existing,37.77,3,5.0,No,32,No,v1
2022-08,Control,63,Existing,44.26,1,7.0,No,29,No,v1
2022-08,Control,58,Existing,39.11,5,8.0,Yes,12,Yes,v1
2022-08,Control,34,New,27.86,1,4.0,No,19,No,v1
2022-08,Control,32,Existing,47.65,2,5.0,No,26,Yes,v1
2022-08,Control,40,New,24.53,2,7.0,No,26,Yes,v1
2022-08,Control,30,New,37.26,0,5.0,No,30,No,v1
2022-08,Control,36,New,41.07,4,7.0,Yes,20,No,v1
2022-08,Control,32,New,43.75,1,7.0,Yes,21,No,v1
2022-08,Control,34,New,24.26,1,3.0,No,23,No,v1
2022-08,Control,29,Existing,43.99,3,4.0,No,35,No,v1
2022-08,Control,43,New,46.61,3,2.0,Yes,19,No,v1
2022-08,Control,21,Existing,31.61,2,7.0,No,16,Yes,v1
2022-08,Control,25,Existing,29.48,2,14.0,Yes,32,Yes,v1
2022-08,Control,44,New,53.6,1,2.0,No,29,No,v1
2022-08,Treatment,39,Existing,41.62,1,6.0,Yes,35,Yes,v1
2022-08,Treatment,19,New,50.64,1,6.0,Yes,23,No,v1
2022-08,Treatment,41,New,39.99,3,6.0,No,32,No,v1
2022-08,Treatment,32,New,37.85,2,4.0,No,19,No,v1
2022-08,Treatment,65,Existing,42.68,2,6.0,No,30,Yes,v1
2022-08,Treatment,62,New,32.75,0,6.0,No,31,Yes,v1
2022-08,Treatment,31,Existing,31.36,8,3.0,No,25,Yes,v1
2022-08,Treatment,48,New,34.12,4,2.0,No,19,Yes,v1
2022-08,Treatment,24,New,36.44,2,6.0,Yes,24,No,v1
2022-08,Treatment,44,Existing,25.89,4,6.0,No,22,Yes,v1
2022-08,Treatment,63,Existing,41.3,3,6.0,No,41,No,v1
2022-08,Treatment,21,New,41.51,2,3.0,Yes,36,No,v1
2022-08,Treatment,48,New,37.89,0,7.0,No,24,No,v1
2022-08,Treatment,56,Existing,32.21,3,6.0,No,15,No,v1
2022-08,Treatment,40,Existing,15.84,6,8.0,Yes,22,No,v1
2022-08,Treatment,32,Existing,33.96,3,4.0,No,19,No,v1
2022-08,Treatment,47,Existing,53.09,1,5.0,Yes,33,Yes,v1
2022-08,Treatment,36,Existing,32.18,5,2.0,No,18,Yes,v1
2022-08,Treatment,39,New,36.06,3,4.0,Yes,18,No,v1
2022-08,Treatment,41,New,42.05,2,6.0,Yes,24,No,v1
2022-08,Treatment,26,Existing,38.92,3,9.0,Yes,36,No,v1
2022-08,Treatment,53,Existing,53.91,2,7.0,No,28,Yes,v1
2022-08,Treatment,31,Existing,37.01,3,6.0,No,32,No,v1
2022-08,Treatment,35,New,40.46,4,4.0,No,24,Yes,v1
2022-08,Treatment,26,New,33.23,4,7.0,No,26,No,v1
2022-08,Treatment,56,Existing,35.92,2,5.0,No,22,No,v1
2022-08,Treatment,30,Existing,40.21,2,5.0,No,26,Yes,v1
2022-08,Treatment,33,New,22.08,2,7.0,No,15,Yes,v1
2022-08,Treatment,28,New,35.63,3,6.0,No,28,No,v1
2022-08,Treatment,24,New,40.98,1,6.0,No,32,No,v1
2022-08,Treatment,42,New,40.44,3,4.0,No,24,Yes,v1
2022-08,Treatment,44,New,36.08,6,5.0,Yes,14,No,v1
2022-08,Treatment,29,New,46.29,1,4.0,No,33,Yes,v1
2022-08,Treatment,18,New,52.73,2,9.0,Yes,37,Yes,v1
2022-08,Treatment,74,Existing,39.01,4,2.0,Yes,23,No,v1
2022-08,Treatment,65,New,33.74,0,8.0,No,22,No,v1
2022-08,Treatment,35,New,13.87,3,7.0,Yes,18,No,v1
2022-08,Treatment,22,Existing,42.94,5,5.0,No,26,No,v1
2022-08,Treatment,18,New,26.93,2,5.0,Yes,21,No,v1
2022-08,Treatment,54,Existing,45.87,3,3.0,No,23,No,v1
2022-08,Treatment,39,New,35.92,6,7.0,Yes,29,No,v1
2022-08,Treatment,33,Existing,40.45,5,8.0,Yes,16,Yes,v1
2022-08,Treatment,69,Existing,47.81,4,6.0,No,26,No,v1
2022-08,Treatment,30,New,44.17,2,3.0,No,28,No,v1
2022-08,Treatment,20,Existing,37.58,2,5.0,No,33,No,v1
2022-08,Treatment,33,Existing,40.86,2,10.0,No,41,No,v1
2022-08,Treatment,29,New,36.73,3,7.0,No,26,Yes,v1
2022-08,Treatment,30,New,29.78,1,4.0,No,29,No,v1
2022-08,Treatment,28,Existing,33.35,5,4.0,No,21,Yes,v1
2022-08,Treatment,57,New,47.09,1,6.0,Yes,33,No,v1
2022-08,Treatment,60,New,48.66,2,4.0,No,27,No,v1
2022-08,Treatment,60,Existing,24.62,0,6.0,No,17,Yes,v1
2022-08,Treatment,30,Existing,37.83,1,5.0,No,35,No,v1
2022-08,Treatment,39,Existing,53.45,1,8.0,No,30,No,v1
2022-08,Treatment,46,Existing,35.41,5,6.0,Yes,26,No,v1
2022-08,Treatment,44,Existing,27.43,4,2.0,No,22,No,v1
2022-08,Treatment,32,Existing,40.62,5,6.0,No,30,No,v1
2022-09,Control,42,New,32.29,3,2.0,No,18,No,v1
2022-09,Control,18,Existing,26.05,5,3.0,Yes,12,No,v1
2022-09,Control,35,New,30.07,2,5.0,Yes,18,No,v1
2022-09,Control,37,New,46.68,1,6.0,No,29,No,v1
2022-09,Control,37,Existing,41.43,0,3.0,Yes,28,No,v1
2022-09,Control,30,Existing,41.83,3,7.0,No,29,No,v1
2022-09,Control,18,New,38.65,1,8.0,Yes,40,No,v1
2022-09,Control,55,Existing,21.26,4,3.0,No,19,Yes,v1
2022-09,Control,59,Existing,46.84,3,4.0,No,31,Yes,v1
2022-09,Control,54,Existing,45.91,5,7.0,Yes,29,No,v1
2022-09,Control,40,Existing,25.24,3,5.0,Yes,29,No,v1
2022-09,Control,46,Existing,34.35,2,6.0,Yes,12,Yes,v1
2022-09,Control,43,New,24.22,0,5.0,Yes,20,No,v1
2022-09,Control,40,New,43.31,2,5.0,No,20,Yes,v1
2022-09,Control,40,Existing,28.73,3,7.0,No,29,No,v1
2022-09,Control,38,New,47.85,2,4.0,Yes,34,No,v1
2022-09,Control,58,Existing,52.4,3,6.0,No,37,No,v1
2022-09,Control,34,Existing,35.93,2,1.0,Yes,35,Yes,v1
2022-09,Control,52,Existing,28.47,3,4.0,No,12,Yes,v1
2022-09,Control,39,Existing,56.53,4,8.0,No,34,Yes,v1
2022-09,Control,21,Existing,20.7,2,4.0,Yes,14,Yes,v1
2022-09,Control,51,Existing,35.99,0,4.0,No,26,No,v1
2022-09,Control,43,Existing,40.8,1,10.0,Yes,26,Yes,v1
2022-09,Control,39,Existing,23.76,1,13.0,Yes,20,No,v1
2022-09,Control,57,Existing,36.57,3,4.0,Yes,29,No,v1
2022-09,Control,38,New,37.38,1,5.0,Yes,17,Yes,v1
2022-09,Control,32,Existing,51.1,3,2.0,No,29,No,v1
2022-09,Control,42,New,47.3,1,6.0,Yes,33,No,v1
2022-09,Control,18,Existing,37.24,1,2.0,No,30,No,v1
2022-09,Control,26,Existing,32.73,2,6.0,Yes,24,Yes,v1
2022-09,Control,72,Existing,38.35,3,5.0,No,24,Yes,v1
2022-09,Control,53,Existing,42.99,2,6.0,Yes,22,No,v1
2022-09,Control,24,Existing,46.33,4,7.0,Yes,32,No,v1
2022-09,Control,36,Existing,35.3,3,5.0,No,26,No,v1
2022-09,Control,26,New,54.58,1,4.0,No,22,No,v1
2022-09,Control,44,New,32.84,1,0.0,No,25,No,v1
2022-09,Control,59,Existing,59.97,4,5.0,Yes,41,No,v1
2022-09,Control,43,New,43.12,2,5.0,Yes,29,No,v1
2022-09,Control,43,New,39.48,0,4.0,Yes,30,No,v1
2022-09,Control,30,New,30.76,0,8.0,Yes,19,No,v1
2022-09,Control,64,Existing,46.56,6,10.0,No,38,No,v1
2022-09,Control,26,New,51.07,1,6.0,Yes,28,Yes,v1
2022-09,Control,19,New,36.63,1,7.0,Yes,12,No,v1
2022-09,Control,43,Existing,37.71,1,6.0,No,32,No,v1
2022-09,Control,58,Existing,43.93,3,4.0,No,28,No,v1
2022-09,Control,32,Existing,25.38,2,7.0,No,22,Yes,v1
2022-09,Control,63,Existing,49.6,3,5.0,No,39,Yes,v1
2022-09,Control,47,Existing,33.41,3,7.0,No,25,No,v1
2022-09,Control,48,Existing,21.33,3,8.0,Yes,29,Yes,v1
2022-09,Control,36,New,46.11,1,5.0,No,25,Yes,v1
2022-09,Control,38,Existing,39.6,2,5.0,No,20,Yes,v1
2022-09,Control,25,Existing,45.49,2,6.0,No,26,No,v1
2022-09,Control,18,Existing,45.57,2,4.0,No,19,No,v1
2022-09,Control,55,Existing,24.76,3,5.0,No,23,No,v1
2022-09,Control,52,New,47.54,2,4.0,Yes,28,No,v1
2022-09,Control,39,Existing,34.01,3,3.0,Yes,24,No,v1
2022-09,Control,34,New,28.73,0,6.0,No,18,No,v1
2022-09,Control,31,New,50.05,4,4.0,No,23,Yes,v1
2022-09,Control,49,Existing,28.65,5,8.0,No,29,No,v1
2022-09,Control,23,New,30.15,0,4.0,No,18,No,v1
2022-09,Control,42,New,35.87,3,6.0,No,12,No,v1
2022-09,Control,49,Existing,26.28,7,4.0,No,25,No,v1
2022-09,Control,42,Existing,37.25,2,4.0,Yes,24,Yes,v1
2022-09,Control,60,Existing,30.49,3,8.0,Yes,15,Yes,v1
2022-09,Control,32,Existing,33.94,4,8.0,No,23,No,v1
2022-09,Control,42,New,40.51,0,6.0,No,26,No,v1
2022-09,Control,54,Existing,45.03,1,1.0,No,27,No,v1
2022-09,Control,23,Existing,43.23,4,6.0,No,25,No,v1
2022-09,Control,51,Existing,36.78,3,7.0,No,30,No,v1
2022-09,Treatment,19,New,45.51,1,5.0,No,24,No,v1
2022-09,Treatment,60,Existing,49.12,1,2.0,No,18,No,v1
2022-09,Treatment,20,Existing,40.34,3,7.0,Yes,27,No,v1
2022-09,Treatment,34,Existing,52.81,1,9.0,No,25,Yes,v1
2022-09,Treatment,61,Existing,44.24,9,5.0,No,32,No,v1
2022-09,Treatment,32,Existing,33.5,2,9.0,Yes,23,Yes,v1
2022-09,Treatment,50,New,35.93,3,3.0,No,17,Yes,v1
2022-09,Treatment,38,Existing,15.99,4,6.0,No,14,Yes,v1
2022-09,Treatment,36,Existing,20.5,1,6.0,No,16,No,v1
2022-09,Treatment,34,New,31.38,2,5.0,No,22,Yes,v1
2022-09,Treatment,48,Existing,39.14,3,5.0,No,27,Yes,v1
2022-09,Treatment,32,New,44.82,3,5.0,Yes,36,No,v1
2022-09,Treatment,32,New,51.34,1,6.0,No,35,No,v1
2022-09,Treatment,37,Existing,28.39,1,4.0,Yes,24,No,v1
2022-09,Treatment,37,New,32.36,0,6.0,No,22,No,v1
2022-09,Treatment,41,Existing,43.42,3,8.0,Yes,34,No,v1
2022-09,Treatment,32,Existing,34.11,3,2.0,Yes,32,Yes,v1
2022-09,Treatment,55,New,36.72,4,5.0,Yes,30,Yes,v1
2022-09,Treatment,23,New,25.69,3,6.0,Yes,18,No,v1
2022-09,Treatment,21,Existing,32.77,3,4.0,Yes,21,Yes,v1
2022-09,Treatment,36,New,36.16,3,3.0,No,27,No,v1
2022-09,Treatment,40,Existing,31.49,2,7.0,No,27,No,v1
2022-09,Treatment,23,New,43.73,1,10.0,Yes,31,No,v1
2022-09,Treatment,33,Existing,25.54,5,11.0,Yes,25,Yes,v1
2022-09,Treatment,37,Existing,34.7,2,2.0,No,28,No,v1
2022-09,Treatment,44,New,36.42,4,10.0,Yes,13,Yes,v1
2022-09,Treatment,41,Existing,35.21,4,3.0,No,31,Yes,v1
2022-09,Treatment,49,Existing,32.45,3,7.0,No,36,No,v1
2022-09,Treatment,41,Existing,41.53,5,4.0,Yes,36,No,v1
2022-09,Treatment,52,Existing,32.1,4,4.0,No,29,Yes,v1
2022-09,Treatment,36,New,39.78,1,3.0,Yes,21,No,v1
2022-09,Treatment,40,Existing,24.34,4,7.0,No,24,No,v1
2022-09,Treatment,51,Existing,34.55,4,5.0,Yes,18,No,v1
2022-09,Treatment,30,Existing,36.43,4,3.0,No,32,No,v1
2022-09,Treatment,32,Existing,26.8,2,5.0,No,20,No,v1
2022-09,Treatment,25,New,35.47,1,5.0,No,33,No,v1
2022-09,Treatment,33,Existing,43.56,3,5.0,No,27,No,v1
2022-09,Treatment,32,New,36.87,3,6.0,Yes,12,Yes,v1
2022-09,Treatment,57,Existing,39.97,5,2.0,No,27,Yes,v1
2022-09,Treatment,35,Existing,37.42,2,4.0,Yes,25,Yes,v1
2022-09,Treatment,32,Existing,22.83,3,3.0,No,22,No,v1
2022-09,Treatment,45,Existing,45.98,3,3.0,Yes,25,No,v1
2022-09,Treatment,51,Existing,44.72,3,4.0,No,35,Yes,v1
2022-09,Treatment,51,New,30.12,2,8.0,No,25,Yes,v1
2022-09,Treatment,37,New,40.6,2,3.0,No,28,No,v1
2022-09,Treatment,32,Existing,25.61,6,6.0,No,16,No,v1
2022-09,Treatment,33,New,30.83,4,4.0,No,19,No,v1
2022-09,Treatment,54,Existing,42.59,2,9.0,No,31,No,v1
2022-09,Treatment,18,New,56.22,2,2.0,Yes,32,No,v1
2022-09,Treatment,51,Existing,46.38,3,4.0,No,20,No,v1
2022-09,Treatment,33,Existing,27.73,2,5.0,Yes,20,No,v1
2022-09,Treatment,44,Existing,42.22,2,4.0,No,24,No,v1
2022-09,Treatment,41,Existing,29.72,3,7.0,No,19,No,v1
2022-09,Treatment,27,Existing,32.07,1,6.0,No,32,No,v1
2022-09,Treatment,26,New,22.05,0,7.0,Yes,27,No,v1
2022-09,Treatment,33,New,28.0,2,4.0,Yes,23,No,v1
2022-09,Treatment,29,New,35.71,3,7.0,No,29,No,v1
2022-09,Treatment,43,Existing,27.19,4,7.0,Yes,22,No,v1
2022-09,Treatment,19,New,27.91,3,7.0,No,28,No,v1
2022-09,Treatment,25,New,44.27,2,6.0,Yes,20,Yes,v1
2022-10,Control,58,Existing,51.39,2,10.0,No,34,No,v1
2022-10,Control,47,New,34.41,1,7.0,No,36,No,v1
2022-10,Control,48,Existing,20.05,3,4.0,Yes,28,No,v1
2022-10,Control,18,Existing,37.34,2,7.0,Yes,21,Yes,v1
2022-10,Control,45,Existing,41.16,6,5.0,No,18,No,v1
2022-10,Control,42,New,43.32,2,6.0,No,34,Yes,v1
2022-10,Control,55,Existing,52.05,3,7.0,No,29,No,v1
2022-10,Control,18,New,54.46,2,10.0,No,26,No,v1
2022-10,Control,35,New,24.64,3,0.0,No,24,No,v1
2022-10,Control,47,Existing,30.57,3,4.0,No,22,No,v1
2022-10,Control,34,Existing,23.78,6,5.0,No,37,Yes,v1
2022-10,Control,18,Existing,32.91,3,4.0,No,17,No,v1
2022-10,Control,47,Existing,35.5,1,4.0,No,35,Yes,v1
2022-10,Control,39,New,37.69,1,7.0,No,24,Yes,v1
2022-10,Control,18,Existing,37.84,1,10.0,Yes,27,No,v1
2022-10,Control,45,New,25.23,1,4.0,No,22,No,v1
2022-10,Control,51,New,54.64,0,0.0,No,25,No,v1
2022-10,Control,31,Existing,42.67,1,10.0,No,24,No,v1
2022-10,Control,40,New,33.72,0,2.0,Yes,34,No,v1
2022-10,Control,56,Existing,51.07,5,10.0,Yes,37,Yes,v1
2022-10,Control,40,Existing,39.14,3,4.0,No,25,Yes,v1
2022-10,Control,48,Existing,41.42,2,9.0,No,28,No,v1
2022-10,Control,18,New,38.15,2,9.0,No,21,No,v1
2022-10,Control,18,Existing,42.29,2,2.0,Yes,37,No,v1
2022-10,Control,25,Existing,47.71,2,8.0,Yes,20,No,v1
2022-10,Control,55,New,45.95,3,4.0,Yes,20,No,v1
2022-10,Control,18,New,25.8,2,8.0,Yes,16,Yes,v1
2022-10,Control,46,Existing,35.51,3,8.0,No,18,Yes,v1
2022-10,Control,53,Existing,47.33,5,4.0,No,20,No,v1
2022-10,Control,36,Existing,50.72,4,5.0,Yes,29,Yes,v1
2022-10,Control,54,Existing,35.72,0,3.0,Yes,34,Yes,v1
2022-10,Control,18,Existing,37.52,1,9.0,No,32,Yes,v1
2022-10,Control,50,Existing,21.91,3,5.0,Yes,23,No,v1
2022-10,Control,42,New,26.21,0,8.0,Yes,5,No,v1
2022-10,Control,53,New,36.67,0,6.0,No,27,No,v1
2022-10,Control,67,Existing,32.76,2,9.0,No,24,No,v1
2022-10,Control,35,Existing,39.56,1,7.0,Yes,19,No,v1
2022-10,Control,46,Existing,23.37,2,4.0,Yes,21,Yes,v1
2022-10,Control,56,Existing,36.48,2,5.0,Yes,33,No,v1
2022-10,Control,58,Existing,28.06,1,2.0,No,26,No,v1
2022-10,Control,55,Existing,39.07,2,5.0,No,28,No,v1
2022-10,Control,64,Existing,25.95,0,6.0,No,29,No,v1
2022-10,Control,40,New,25.94,0,7.0,No,29,No,v1
2022-10,Control,55,Existing,38.39,3,2.0,No,30,No,v1
2022-10,Control,45,Existing,36.59,1,6.0,No,30,No,v1
2022-10,Control,41,New,45.36,0,5.0,Yes,18,No,v1
2022-10,Control,54,Existing,48.89,3,6.0,Yes,36,No,v1
2022-10,Control,49,New,34.24,1,5.0,No,24,No,v1
2022-10,Control,24,Existing,30.63,5,5.0,Yes,30,No,v1
2022-10,Control,58,Existing,29.35,4,14.0,Yes,26,No,v1
2022-10,Control,62,Existing,37.9,3,7.0,No,30,No,v1
2022-10,Control,32,New,42.53,0,4.0,No,28,No,v1
2022-10,Control,31,Existing,29.37,3,4.0,No,40,No,v1
2022-10,Control,57,New,51.74,1,5.0,Yes,38,Yes,v1
2022-10,Control,59,Existing,31.06,3,8.0,Yes,31,No,v1
2022-10,Control,31,Existing,46.22,6,3.0,Yes,31,Yes,v1
2022-10,Control,43,New,33.19,1,6.0,No,32,No,v1
2022-10,Control,42,Existing,26.87,5,5.0,No,21,No,v1
2022-10,Treatment,50,Existing,37.35,3,8.0,Yes,21,No,v1
2022-10,Treatment,18,New,48.44,4,3.0,Yes,35,Yes,v1
2022-10,Treatment,28,Existing,44.98,2,7.0,Yes,16,No,v1
2022-10,Treatment,26,New,52.37,2,5.0,Yes,38,Yes,v1
2022-10,Treatment,46,Existing,49.36,0,2.0,No,29,No,v1
2022-10,Treatment,32,Existing,42.6,1,6.0,Yes,29,No,v1
2022-10,Treatment,37,Existing,30.25,0,7.0,No,17,Yes,v1
2022-10,Treatment,38,Existing,30.01,2,6.0,No,13,No,v1
2022-10,Treatment,38,New,52.65,4,3.0,Yes,32,Yes,v1
2022-10,Treatment,45,Existing,49.68,1,5.0,No,15,No,v1
2022-10,Treatment,38,New,33.44,4,6.0,Yes,18,Yes,v1
2022-10,Treatment,26,Existing,46.21,5,4.0,No,30,No,v1
2022-10,Treatment,34,Existing,33.66,4,6.0,No,20,No,v1
2022-10,Treatment,18,Existing,32.71,3,10.0,Yes,24,No,v1
2022-10,Treatment,24,New,47.4,1,8.0,No,17,No,v1
2022-10,Treatment,53,Existing,25.7,2,6.0,No,15,No,v1
2022-10,Treatment,27,New,39.12,0,2.0,No,31,No,v1
2022-10,Treatment,46,New,26.83,3,6.0,Yes,19,No,v1
2022-10,Treatment,25,New,39.44,3,4.0,Yes,22,No,v1
2022-10,Treatment,42,Existing,46.24,6,5.0,Yes,26,No,v1
2022-10,Treatment,32,New,41.7,5,7.0,No,24,No,v1
2022-10,Treatment,38,Existing,32.26,1,4.0,No,14,No,v1
2022-10,Treatment,65,Existing,37.43,1,5.0,No,33,Yes,v1
2022-10,Treatment,23,New,34.85,2,3.0,No,29,No,v1
2022-10,Treatment,48,Existing,36.75,4,9.0,Yes,26,No,v1
2022-10,Treatment,47,Existing,22.69,3,4.0,No,28,Yes,v1
2022-10,Treatment,30,Existing,36.31,6,2.0,No,36,No,v1
2022-10,Treatment,39,Existing,42.89,7,5.0,No,35,No,v1
2022-10,Treatment,52,Existing,41.57,1,6.0,Yes,30,No,v1
2022-10,Treatment,44,Existing,55.54,2,6.0,No,21,No,v1
2022-10,Treatment,31,New,32.85,4,6.0,No,32,No,v1
2022-10,Treatment,50,New,22.82,0,7.0,No,14,No,v1
2022-10,Treatment,47,Existing,32.64,4,2.0,No,31,No,v1
2022-10,Treatment,31,Existing,46.98,4,4.0,No,24,No,v1
2022-10,Treatment,41,Existing,51.82,3,1.0,No,34,No,v1
2022-10,Treatment,57,Existing,23.52,8,5.0,Yes,15,No,v1
2022-10,Treatment,36,Existing,32.84,2,4.0,Yes,17,No,v1
2022-10,Treatment,55,New,63.43,2,3.0,Yes,34,No,v1
2022-10,Treatment,32,Existing,38.85,4,3.0,No,42,No,v1
2022-10,Treatment,18,Existing,47.59,2,8.0,Yes,27,No,v1
2022-10,Treatment,53,Existing,41.99,5,5.0,No,32,Yes,v1
2022-10,Treatment,44,Existing,49.36,3,8.0,Yes,23,No,v1
2022-10,Treatment,73,Existing,29.48,5,4.0,Yes,32,No,v1
2022-10,Treatment,37,Existing,38.67,7,9.0,Yes,20,No,v1
2022-10,Treatment,23,Existing,36.99,2,6.0,No,21,No,v1
2022-10,Treatment,41,New,47.19,4,8.0,No,24,No,v1
2022-10,Treatment,37,New,39.32,2,6.0,No,23,No,v1
2022-10,Treatment,41,New,36.25,0,5.0,No,9,Yes,v1
2022-10,Treatment,47,New,29.84,2,11.0,No,22,No,v1
2022-10,Treatment,41,Existing,27.65,7,4.0,No,21,No,v1
2022-10,Treatment,35,Existing,37.99,5,10.0,No,23,No,v1
2022-10,Treatment,44,New,39.66,3,5.0,No,21,Yes,v1
2022-10,Treatment,31,New,25.67,0,3.0,No,29,No,v1
2022-10,Treatment,61,Existing,24.4,3,2.0,Yes,18,Yes,v1
2022-10,Treatment,43,Existing,22.05,3,5.0,No,29,No,v1
2022-10,Treatment,65,Existing,32.94,2,5.0,No,31,Yes,v1
2022-10,Treatment,25,New,26.73,2,3.0,Yes,18,Yes,v1
2022-10,Treatment,32,New,54.54,6,7.0,Yes,18,No,v1
2022-11,Control,56,Existing,39.39,3,5.0,No,16,No,v1
2022-11,Control,49,New,40.79,2,5.0,No,35,No,v1
2022-11,Control,60,Existing,49.82,3,9.0,No,26,Yes,v1
2022-11,Control,39,Existing,41.52,6,11.0,Yes,27,Yes,v1
2022-11,Control,18,Existing,30.61,2,12.0,Yes,32,No,v1
2022-11,Control,24,New,34.72,1,7.0,Yes,25,No,v1
2022-11,Control,18,New,43.47,0,7.0,Yes,40,Yes,v1
2022-11,Control,41,Existing,40.04,2,3.0,No,16,No,v1
2022-11,Control,50,New,34.07,4,9.0,Yes,24,Yes,v1
2022-11,Control,48,New,45.92,1,4.0,No,23,No,v1
2022-11,Control,49,Existing,35.34,6,1.0,No,21,No,v1
2022-11,Control,32,Existing,21.81,4,5.0,No,10,No,v1
2022-11,Control,43,Existing,41.93,3,4.0,No,27,No,v1
2022-11,Control,32,New,35.14,1,7.0,Yes,32,Yes,v1
2022-11,Control,29,Existing,51.17,4,6.0,No,27,Yes,v1
2022-11,Control,32,Existing,37.05,4,0.0,Yes,26,No,v1
2022-11,Control,29,New,40.88,1,5.0,Yes,33,Yes,v1
2022-11,Control,50,Existing,29.67,1,2.0,No,22,No,v1
2022-11,Control,43,Existing,44.02,5,4.0,No,30,Yes,v1
2022-11,Control,28,Existing,33.45,3,3.0,No,31,No,v1
2022-11,Control,32,Existing,51.58,4,7.0,No,32,Yes,v1
2022-11,Control,42,Existing,40.4,0,4.0,No,23,No,v1
2022-11,Control,36,Existing,35.08,6,5.0,Yes,18,No,v1
2022-11,Control,59,Existing,41.88,2,9.0,No,14,No,v1
2022-11,Control,41,Existing,58.13,3,8.0,No,25,No,v1
2022-11,Control,49,Existing,41.74,6,3.0,No,24,No,v1
2022-11,Control,49,Existing,46.1,2,8.0,Yes,22,No,v1
2022-11,Control,49,Existing,41.03,1,3.0,No,28,Yes,v1
2022-11,Control,56,Existing,39.95,6,1.0,No,24,No,v1
2022-11,Control,36,Existing,27.51,3,7.0,Yes,30,Yes,v1
2022-11,Control,39,New,34.91,1,3.0,Yes,18,No,v1
2022-11,Control,38,Existing,52.51,6,3.0,No,17,No,v1
2022-11,Control,27,New,33.42,0,8.0,Yes,41,Yes,v1
2022-11,Control,58,Existing,52.76,5,6.0,No,30,No,v1
2022-11,Control,49,New,34.68,5,6.0,Yes,27,No,v1
2022-11,Control,46,Existing,41.96,2,13.0,No,31,Yes,v1
2022-11,Control,18,New,44.82,2,2.0,Yes,28,Yes,v1
2022-11,Control,46,Existing,54.63,2,5.0,Yes,27,No,v1
2022-11,Control,40,Existing,51.93,2,6.0,No,24,No,v1
2022-11,Control,58,Existing,41.86,3,6.0,Yes,36,No,v1
2022-11,Control,57,Existing,27.97,2,7.0,No,27,No,v1
2022-11,Control,45,New,33.16,2,6.0,Yes,28,Yes,v1
2022-11,Control,22,Existing,23.29,2,8.0,Yes,19,No,v1
2022-11,Control,70,Existing,43.0,6,3.0,No,24,No,v1
2022-11,Control,30,Existing,40.89,1,6.0,Yes,20,No,v1
2022-11,Control,20,Existing,39.48,1,9.0,No,38,No,v1
2022-11,Control,35,New,43.93,2,8.0,Yes,29,No,v1
2022-11,Control,42,Existing,53.48,7,3.0,Yes,23,No,v1
2022-11,Control,57,New,46.2,3,2.0,No,28,No,v1
2022-11,Control,27,Existing,42.77,4,5.0,No,20,No,v1
2022-11,Control,29,New,54.13,0,5.0,No,40,No,v1
2022-11,Control,43,Existing,30.13,3,11.0,No,29,No,v1
2022-11,Control,40,Existing,34.07,4,6.0,Yes,20,Yes,v1
2022-11,Control,37,Existing,51.04,0,3.0,Yes,18,No,v1
2022-11,Control,31,New,26.99,0,12.0,Yes,31,Yes,v1
2022-11,Control,29,Existing,35.01,3,9.0,Yes,27,No,v1
2022-11,Control,32,Existing,37.11,3,7.0,No,12,No,v1
2022-11,Control,41,Existing,40.09,4,4.0,No,25,No,v1
2022-11,Control,57,New,33.08,0,5.0,Yes,23,No,v1
2022-11,Control,44,Existing,45.29,2,4.0,Yes,19,No,v1
2022-11,Control,45,Existing,51.79,4,3.0,Yes,35,No,v1
2022-11,Control,33,Existing,18.92,3,4.0,No,15,Yes,v1
2022-11,Control,78,Existing,32.6,1,4.0,No,24,Yes,v1
2022-11,Control,30,Existing,44.01,2,3.0,Yes,21,Yes,v1
2022-11,Control,33,New,60.19,2,2.0,Yes,16,No,v1
2022-11,Control,30,Existing,36.2,3,7.0,Yes,10,Yes,v1
2022-11,Control,40,New,54.09,3,6.0,Yes,45,No,v1
2022-11,Control,61,Existing,44.14,2,5.0,No,37,No,v1
2022-11,Control,25,Existing,54.19,2,7.0,No,22,No,v1
2022-11,Control,41,Existing,46.97,3,11.0,Yes,23,Yes,v1
2022-11,Treatment,27,New,34.98,1,7.0,No,27,No,v1
2022-11,Treatment,47,New,45.49,1,6.0,Yes,28,No,v1
2022-11,Treatment,57,Existing,36.61,5,3.0,No,27,Yes,v1
2022-11,Treatment,18,New,29.53,4,8.0,No,26,Yes,v1
2022-11,Treatment,35,New,32.3,4,5.0,Yes,15,No,v1
2022-11,Treatment,36,Existing,23.44,2,7.0,Yes,23,Yes,v1
2022-11,Treatment,47,Existing,49.84,3,1.0,Yes,19,No,v1
2022-11,Treatment,34,Existing,44.87,3,5.0,Yes,27,No,v1
2022-11,Treatment,22,New,44.62,1,2.0,Yes,21,No,v1
2022-11,Treatment,47,New,35.39,2,7.0,Yes,27,No,v1
